CustomerID,FullName,Gender,DateOfBirth,City,Country,IncomeBand,Email,PhoneNumber,LoadDate
C374,Amit Ngcobo,Male,1990-05-03,Kimberley,South Africa,Low,amit.ngcobo374@gmail.com,0713777050,2026-05-20 21:18:03.947897
C375,Sibusiso Mhlongo,Male,1985-05-29,Pietermaritzburg,South Africa,High,sibusiso.mhlongo375@gmail.com,0802530068,2026-05-20 21:18:03.947897
C376,Thabo van der Merwe,Male,2000-10-11,Durban,South Africa,Middle,thabo.van der merwe376@gmail.com,0784794852,2026-05-20 21:18:03.947897
C377,Lerato Nkosi,Female,1988-10-28,Pretoria,South Africa,High,lerato.nkosi377@gmail.com,0823217531,2026-05-20 21:18:03.947897
C378,Precious Botha,Female,1992-05-14,Durban,South Africa,Low,precious.botha378@gmail.com,0636257165,2026-05-20 21:18:03.947897
C379,Thandi Mokoena,Female,1992-05-03,Port Elizabeth,South Africa,Middle,thandi.mokoena379@gmail.com,0629900451,2026-05-20 21:18:03.947897
C380,Francois Taylor,Male,1989-07-04,East London,South Africa,Middle,francois.taylor380@gmail.com,0897907345,2026-05-20 21:18:03.947897
C381,Neha Ngcobo,Female,1967-01-06,Port Elizabeth,South Africa,Low,neha.ngcobo381@gmail.com,0787442986,2026-05-20 21:18:03.947897
C382,Nokukhanya Kruger,Female,1970-07-18,Pietermaritzburg,South Africa,Upper-Middle,nokukhanya.kruger382@gmail.com,0802413458,2026-05-20 21:18:03.947897
C383,Nkosinathi Mthembu,Male,1983-07-25,Johannesburg,South Africa,Upper-Middle,nkosinathi.mthembu383@gmail.com,0669686388,2026-05-20 21:18:03.947897
C384,Sibusiso Pretorius,Male,1962-11-24,Pietermaritzburg,South Africa,High,sibusiso.pretorius384@gmail.com,0722891524,2026-05-20 21:18:03.947897
C385,Lwazi Mhlongo,Male,1964-05-15,Centurion,South Africa,Low,lwazi.mhlongo385@gmail.com,0716309530,2026-05-20 21:18:03.947897
C386,Musa Sithole,Male,1995-10-04,Rustenburg,South Africa,Middle,musa.sithole386@gmail.com,0848902314,2026-05-20 21:18:03.947897
C387,Sipho Shabalala,Male,1964-01-22,Johannesburg,South Africa,Upper-Middle,sipho.shabalala387@gmail.com,0661668183,2026-05-20 21:18:03.947897
C388,Sibusiso Reddy,Male,1983-09-14,Centurion,South Africa,High,sibusiso.reddy388@gmail.com,0737749095,2026-05-20 21:18:03.947897
C389,Mthulisi Singh,Male,1971-09-13,Kimberley,South Africa,Low,mthulisi.singh389@gmail.com,0692325761,2026-05-20 21:18:03.947897
C390,Hendrik Singh,Male,1987-04-25,George,South Africa,Low,hendrik.singh390@gmail.com,0698339797,2026-05-20 21:18:03.947897
C391,Bongani Coetzee,Male,1965-09-26,Paarl,South Africa,Low,bongani.coetzee391@gmail.com,0741923227,2026-05-20 21:18:03.947897
C392,Linda Modise,Female,1959-02-20,Port Elizabeth,South Africa,Low,linda.modise392@gmail.com,0659328426,2026-05-20 21:18:03.947897
C393,Sbongile Pillay,Female,1981-04-05,Bloemfontein,South Africa,Upper-Middle,sbongile.pillay393@gmail.com,0645509119,2026-05-20 21:18:03.947897
C394,Sipho de Villiers,Male,1996-07-08,Kimberley,South Africa,Low,sipho.de villiers394@gmail.com,0682293020,2026-05-20 21:18:03.947897
C395,Zodwa Reddy,Female,1990-04-23,Cape Town,South Africa,High,zodwa.reddy395@gmail.com,0873799805,2026-05-20 21:18:03.947897
C396,Jennifer Fourie,Female,1967-03-26,Benoni,South Africa,Low,jennifer.fourie396@gmail.com,0679536665,2026-05-20 21:18:03.947897
C397,Mandla Nkosi,Male,1979-12-10,Cape Town,South Africa,High,mandla.nkosi397@gmail.com,0717425329,2026-05-20 21:18:03.947897
C398,James Dlamini,Male,1995-08-16,Pietermaritzburg,South Africa,Upper-Middle,james.dlamini398@gmail.com,0677983626,2026-05-20 21:18:03.947897
C399,Zainab Ndlovu,Female,1991-06-13,Pretoria,South Africa,Low,zainab.ndlovu399@gmail.com,0654744423,2026-05-20 21:18:03.947897
C400,Sibusiso Ndlovu,Male,1999-09-23,Nelspruit,South Africa,Upper-Middle,sibusiso.ndlovu400@gmail.com,0702449308,2026-05-20 21:18:03.947897
C401,Lerato Lombard,Female,1976-01-02,Nelspruit,South Africa,Upper-Middle,lerato.lombard401@gmail.com,0835069884,2026-05-20 21:18:03.947897
C402,Siphokazi Shabalala,Female,2002-04-06,East London,South Africa,Middle,siphokazi.shabalala402@gmail.com,0641107003,2026-05-20 21:18:03.947897
C403,Nomsa Botha,Female,1989-01-29,Johannesburg,South Africa,Upper-Middle,nomsa.botha403@gmail.com,0607312844,2026-05-20 21:18:03.947897
C404,Elsie van der Merwe,Female,2005-07-13,Pietermaritzburg,South Africa,High,elsie.van der merwe404@gmail.com,0752004872,2026-05-20 21:18:03.947897
C405,Amit Ngcobo,Male,1961-12-09,Pietermaritzburg,South Africa,High,amit.ngcobo405@gmail.com,0827249378,2026-05-20 21:18:03.947897
C406,Naledi Shabalala,Female,1966-07-29,Centurion,South Africa,Middle,naledi.shabalala406@gmail.com,0807616116,2026-05-20 21:18:03.947897
C407,Mduduzi Sithole,Male,1963-08-03,Paarl,South Africa,Middle,mduduzi.sithole407@gmail.com,0675893511,2026-05-20 21:18:03.947897
C408,Nokwanda Jones,Female,1987-04-09,Polokwane,South Africa,High,nokwanda.jones408@gmail.com,0684919346,2026-05-20 21:18:03.947897
C409,Robert Mokoena,Male,1967-10-11,Port Elizabeth,South Africa,Low,robert.mokoena409@gmail.com,0658542478,2026-05-20 21:18:03.947897
C410,Nokwanda Williams,Female,1968-10-31,Midrand,South Africa,Upper-Middle,nokwanda.williams410@gmail.com,0844483557,2026-05-20 21:18:03.947897
C411,Thandi Anderson,Female,1981-10-10,Pretoria,South Africa,Low,thandi.anderson411@gmail.com,0656103880,2026-05-20 21:18:03.947897
C412,Michael Kruger,Male,1971-04-23,Durban,South Africa,Middle,michael.kruger412@gmail.com,0717647878,2026-05-20 21:18:03.947897
C413,Yusuf Fourie,Male,1973-08-07,Johannesburg,South Africa,High,yusuf.fourie413@gmail.com,0878586676,2026-05-20 21:18:03.947897
C414,Mpho Anderson,Male,1967-02-22,Port Elizabeth,South Africa,Low,mpho.anderson414@gmail.com,0602034637,2026-05-20 21:18:03.947897
C415,Johan Gcaleka,Male,1993-12-09,Rustenburg,South Africa,Low,johan.gcaleka415@gmail.com,0785342289,2026-05-20 21:18:03.947897
C416,Sipho Ndlovu,Male,1975-09-28,Stellenbosch,South Africa,Middle,sipho.ndlovu416@gmail.com,0626562484,2026-05-20 21:18:03.947897
C417,Mandla Anderson,Male,1962-07-18,Bloemfontein,South Africa,High,mandla.anderson417@gmail.com,0867626978,2026-05-20 21:18:03.947897
C418,Nomsa Smith,Female,1996-04-11,Bloemfontein,South Africa,Upper-Middle,nomsa.smith418@gmail.com,0664139874,2026-05-20 21:18:03.947897
C419,Zainab Taylor,Female,1971-05-03,Cape Town,South Africa,Middle,zainab.taylor419@gmail.com,0805951043,2026-05-20 21:18:03.947897
C420,Lindiwe Moodley,Female,2000-12-22,Cape Town,South Africa,Low,lindiwe.moodley420@gmail.com,0687425930,2026-05-20 21:18:03.947897
C421,Njabulo Gcaleka,Male,2005-03-04,Pietermaritzburg,South Africa,Low,njabulo.gcaleka421@gmail.com,0727024901,2026-05-20 21:18:03.947897
C422,Nozipho Govender,Female,1988-11-12,Benoni,South Africa,Upper-Middle,nozipho.govender422@gmail.com,0725537157,2026-05-20 21:18:03.947897
C423,Sipho Kruger,Male,1977-08-25,Johannesburg,South Africa,Upper-Middle,sipho.kruger423@gmail.com,0618913550,2026-05-20 21:18:03.947897
C424,Nobuhle Botha,Female,1972-04-27,Pretoria,South Africa,Middle,nobuhle.botha424@gmail.com,0815045872,2026-05-20 21:18:03.947897
C425,Nozipho Mkhize,Female,1977-09-07,Benoni,South Africa,High,nozipho.mkhize425@gmail.com,0713914404,2026-05-20 21:18:03.947897
C426,Rajesh Shabalala,Male,1986-07-13,Rustenburg,South Africa,Low,rajesh.shabalala426@gmail.com,0826900247,2026-05-20 21:18:03.947897
C427,Buyani Gcaleka,Male,2002-02-28,Midrand,South Africa,Upper-Middle,buyani.gcaleka427@gmail.com,0659228157,2026-05-20 21:18:03.947897
C428,Tshepo Mkhize,Male,1978-11-14,Boksburg,South Africa,Middle,tshepo.mkhize428@gmail.com,0609832340,2026-05-20 21:18:03.947897
C429,Lerato de Villiers,Female,1976-01-28,Port Elizabeth,South Africa,Upper-Middle,lerato.de villiers429@gmail.com,0823977282,2026-05-20 21:18:03.947897
C430,Thandeka Zulu,Female,1971-04-03,Benoni,South Africa,Middle,thandeka.zulu430@gmail.com,0842860938,2026-05-20 21:18:03.947897
C431,Precious Lombard,Female,1993-06-28,Benoni,South Africa,Low,precious.lombard431@gmail.com,0706062779,2026-05-20 21:18:03.947897
C432,Helena Radebe,Female,1997-03-12,Sandton,South Africa,Upper-Middle,helena.radebe432@gmail.com,0656986539,2026-05-20 21:18:03.947897
C433,Mduduzi Baloyi,Male,1991-12-12,Nelspruit,South Africa,Upper-Middle,mduduzi.baloyi433@gmail.com,0643981450,2026-05-20 21:18:03.947897
C434,Buyani Jones,Male,1960-11-27,Bloemfontein,South Africa,Upper-Middle,buyani.jones434@gmail.com,0894706007,2026-05-20 21:18:03.947897
C435,Lwazi Moloi,Male,1987-09-17,Durban,South Africa,Middle,lwazi.moloi435@gmail.com,0716360633,2026-05-20 21:18:03.947897
C436,Tshepo Mhlongo,Male,1988-02-14,Stellenbosch,South Africa,Low,tshepo.mhlongo436@gmail.com,0684517918,2026-05-20 21:18:03.963914
C437,Kagiso Steyn,Male,1981-01-10,Pretoria,South Africa,Low,kagiso.steyn437@gmail.com,0617474950,2026-05-20 21:18:03.963914
C438,Lindiwe Radebe,Female,1995-02-22,Sandton,South Africa,High,lindiwe.radebe438@gmail.com,0717297287,2026-05-20 21:18:03.963914
C439,Lethiwe Sithole,Male,1978-03-28,Bloemfontein,South Africa,High,lethiwe.sithole439@gmail.com,0621560573,2026-05-20 21:18:03.963914
C440,Nomsa Kruger,Female,1981-06-05,Pretoria,South Africa,Low,nomsa.kruger440@gmail.com,0703853891,2026-05-20 21:18:03.963914
C441,Jennifer Ndlovu,Female,1966-05-09,Polokwane,South Africa,High,jennifer.ndlovu441@gmail.com,0821519979,2026-05-20 21:18:03.963914
C442,Jennifer Mthembu,Female,1996-12-14,Bloemfontein,South Africa,Low,jennifer.mthembu442@gmail.com,0636554845,2026-05-20 21:18:03.965937
C443,Robert Williams,Male,1981-10-19,Nelspruit,South Africa,Upper-Middle,robert.williams443@gmail.com,0672609202,2026-05-20 21:18:03.965937
C444,Sibusiso Sithole,Male,2002-01-17,Port Elizabeth,South Africa,Low,sibusiso.sithole444@gmail.com,0711064014,2026-05-20 21:18:03.965937
C445,Naledi Pretorius,Female,2001-02-03,East London,South Africa,Low,naledi.pretorius445@gmail.com,0604472094,2026-05-20 21:18:03.965937
C446,Mohammed Ngcobo,Male,2000-06-26,Pretoria,South Africa,Upper-Middle,mohammed.ngcobo446@gmail.com,0857668395,2026-05-20 21:18:03.965937
C447,Noxolo Fourie,Female,1966-03-06,Midrand,South Africa,High,noxolo.fourie447@gmail.com,0657224691,2026-05-20 21:18:03.965937
C448,Siphokazi Baloyi,Female,1997-12-29,Cape Town,South Africa,Upper-Middle,siphokazi.baloyi448@gmail.com,0748802377,2026-05-20 21:18:03.965937
C449,Sunita Smit,Female,1963-07-13,Port Elizabeth,South Africa,Low,sunita.smit449@gmail.com,0626767862,2026-05-20 21:18:03.965937
C450,Nobuhle Botha,Female,1963-06-22,George,South Africa,High,nobuhle.botha450@gmail.com,0778966231,2026-05-20 21:18:03.965937
C451,Lethiwe Joubert,Male,1965-01-31,George,South Africa,Low,lethiwe.joubert451@gmail.com,0769670757,2026-05-20 21:18:03.965937
C452,Themba Taylor,Male,1973-07-05,Bloemfontein,South Africa,Middle,themba.taylor452@gmail.com,0854233407,2026-05-20 21:18:03.965937
C453,Mandla Brown,Male,1965-01-11,Paarl,South Africa,Middle,mandla.brown453@gmail.com,0863480985,2026-05-20 21:18:03.965937
C454,Nokwanda Ndlovu,Female,1965-10-22,George,South Africa,High,nokwanda.ndlovu454@gmail.com,0776471499,2026-05-20 21:18:03.965937
C455,Sbongile Anderson,Female,1959-02-10,Boksburg,South Africa,High,sbongile.anderson455@gmail.com,0637953189,2026-05-20 21:18:03.965937
C456,Hendrik Sithole,Male,1966-12-28,Pretoria,South Africa,Low,hendrik.sithole456@gmail.com,0855799841,2026-05-20 21:18:03.965937
C457,Lindiwe Fourie,Female,1992-05-13,Sandton,South Africa,High,lindiwe.fourie457@gmail.com,0613889032,2026-05-20 21:18:03.965937
C458,Ntombifikile Moloi,Female,1994-01-15,Cape Town,South Africa,High,ntombifikile.moloi458@gmail.com,0886561547,2026-05-20 21:18:03.965937
C459,Bongani Naidoo,Male,1982-02-04,Rustenburg,South Africa,Low,bongani.naidoo459@gmail.com,0706084418,2026-05-20 21:18:03.965937
C460,Zainab Govender,Female,1966-10-24,Pietermaritzburg,South Africa,Middle,zainab.govender460@gmail.com,0698434162,2026-05-20 21:18:03.965937
C461,Zainab Williams,Female,1966-01-04,East London,South Africa,High,zainab.williams461@gmail.com,0667831185,2026-05-20 21:18:03.965937
C462,Sbongile Lombard,Female,1963-01-16,Centurion,South Africa,Middle,sbongile.lombard462@gmail.com,0626219779,2026-05-20 21:18:03.965937
C463,Helena Pillay,Female,1960-08-06,Bloemfontein,South Africa,Middle,helena.pillay463@gmail.com,0884367636,2026-05-20 21:18:03.965937
C464,Rajesh Dlamini,Male,1998-12-13,Cape Town,South Africa,Upper-Middle,rajesh.dlamini464@gmail.com,0824340507,2026-05-20 21:18:03.965937
C465,Siphokazi Anderson,Female,2003-04-26,George,South Africa,Low,siphokazi.anderson465@gmail.com,0811512765,2026-05-20 21:18:03.965937
C466,Sifiso Govender,Male,1998-01-08,Bloemfontein,South Africa,High,sifiso.govender466@gmail.com,0786867997,2026-05-20 21:18:03.965937
C467,Jennifer Fourie,Female,1966-02-09,Nelspruit,South Africa,Low,jennifer.fourie467@gmail.com,0721833006,2026-05-20 21:18:03.965937
C468,Buyani van der Merwe,Male,1977-11-10,Pietermaritzburg,South Africa,Middle,buyani.van der merwe468@gmail.com,0687870390,2026-05-20 21:18:03.965937
C469,Thabo Naidoo,Male,1969-11-14,Bloemfontein,South Africa,Low,thabo.naidoo469@gmail.com,0675234408,2026-05-20 21:18:03.965937
C470,Zainab Brown,Female,1991-10-11,Rustenburg,South Africa,High,zainab.brown470@gmail.com,0684660940,2026-05-20 21:18:03.965937
C471,Thandi Pillay,Female,1993-08-18,Benoni,South Africa,Low,thandi.pillay471@gmail.com,0609581776,2026-05-20 21:18:03.965937
C472,Lungile Khoza,Female,1983-05-12,Nelspruit,South Africa,Low,lungile.khoza472@gmail.com,0752071008,2026-05-20 21:18:03.965937
C473,Zainab Mhlongo,Female,1987-03-04,Kimberley,South Africa,Upper-Middle,zainab.mhlongo473@gmail.com,0806012883,2026-05-20 21:18:03.965937
C474,Hendrik Pillay,Male,1979-07-24,Cape Town,South Africa,High,hendrik.pillay474@gmail.com,0816361758,2026-05-20 21:18:03.965937
C475,Sipho Khoza,Male,2002-08-15,Nelspruit,South Africa,Upper-Middle,sipho.khoza475@gmail.com,0898022366,2026-05-20 21:18:03.965937
C476,Ayanda Dlamini,Female,1975-01-15,Polokwane,South Africa,Middle,ayanda.dlamini476@gmail.com,0819969688,2026-05-20 21:18:03.965937
C477,Nompumelelo Reddy,Female,1984-12-06,Bloemfontein,South Africa,Middle,nompumelelo.reddy477@gmail.com,0692637507,2026-05-20 21:18:03.965937
C478,Helena Fourie,Female,1974-06-04,Polokwane,South Africa,Low,helena.fourie478@gmail.com,0676960666,2026-05-20 21:18:03.965937
C479,Yusuf Williams,Male,1987-09-22,Rustenburg,South Africa,Upper-Middle,yusuf.williams479@gmail.com,0785933359,2026-05-20 21:18:03.967965
C480,Maria Naidoo,Female,1962-10-25,Benoni,South Africa,Low,maria.naidoo480@gmail.com,0754263903,2026-05-20 21:18:03.967965
C481,Musa Pillay,Male,1984-10-07,Paarl,South Africa,Low,musa.pillay481@gmail.com,0873529642,2026-05-20 21:18:03.967965
C482,Robert de Villiers,Male,1994-09-17,Benoni,South Africa,High,robert.de villiers482@gmail.com,0646308033,2026-05-20 21:18:03.967965
C483,Tshepo Govender,Male,1987-11-04,Bloemfontein,South Africa,Upper-Middle,tshepo.govender483@gmail.com,0801973306,2026-05-20 21:18:03.967965
C484,Mthokozisi Smit,Male,1976-10-14,Bloemfontein,South Africa,Middle,mthokozisi.smit484@gmail.com,0752477088,2026-05-20 21:18:03.967965
C485,Sanele Mhlongo,Male,1996-07-10,George,South Africa,High,sanele.mhlongo485@gmail.com,0757430982,2026-05-20 21:18:03.967965
C486,Mandla Singh,Male,1975-11-22,Rustenburg,South Africa,Low,mandla.singh486@gmail.com,0886405839,2026-05-20 21:18:03.967965
C487,Sipho Nkosi,Male,1980-04-28,Pietermaritzburg,South Africa,Upper-Middle,sipho.nkosi487@gmail.com,0693163099,2026-05-20 21:18:03.967965
C488,Musa Reddy,Male,1985-06-18,Bloemfontein,South Africa,Low,musa.reddy488@gmail.com,0861767026,2026-05-20 21:18:03.967965
C489,Nomvula Anderson,Female,2004-09-04,Boksburg,South Africa,Upper-Middle,nomvula.anderson489@gmail.com,0733244614,2026-05-20 21:18:03.967965
C490,Noxolo Steyn,Female,1974-11-27,Bloemfontein,South Africa,High,noxolo.steyn490@gmail.com,0604832222,2026-05-20 21:18:03.967965
C491,Johan van der Merwe,Male,1959-12-20,Benoni,South Africa,Middle,johan.van der merwe491@gmail.com,0637150383,2026-05-20 21:18:03.967965
C492,Musa Mhlongo,Male,1980-12-12,Midrand,South Africa,Low,musa.mhlongo492@gmail.com,0791804641,2026-05-20 21:18:03.967965
C493,Sipho Mkhize,Male,1968-05-22,Paarl,South Africa,High,sipho.mkhize493@gmail.com,0723073581,2026-05-20 21:18:03.967965
C494,Nokuthula Moloi,Female,1976-06-08,Johannesburg,South Africa,Upper-Middle,nokuthula.moloi494@gmail.com,0732694160,2026-05-20 21:18:03.967965
C495,Helena Williams,Female,1967-05-31,Centurion,South Africa,Low,helena.williams495@gmail.com,0692912813,2026-05-20 21:18:03.967965
C496,Lwazi Gcaleka,Male,1975-12-03,Kimberley,South Africa,Middle,lwazi.gcaleka496@gmail.com,0717874568,2026-05-20 21:18:03.967965
C497,Jennifer Dlamini,Female,2002-07-13,East London,South Africa,High,jennifer.dlamini497@gmail.com,0704934345,2026-05-20 21:18:03.967965
C498,Thabo Ngcobo,Male,1967-11-28,Benoni,South Africa,High,thabo.ngcobo498@gmail.com,0642511336,2026-05-20 21:18:03.967965
C499,Mpho Fourie,Male,1978-09-27,Stellenbosch,South Africa,Upper-Middle,mpho.fourie499@gmail.com,0688789281,2026-05-20 21:18:03.969893
C500,Mpho Baloyi,Male,1961-07-16,Nelspruit,South Africa,Upper-Middle,mpho.baloyi500@gmail.com,0856246354,2026-05-20 21:18:03.969893
C001,Sipho Smit,female,1979-12-21,Pietermaritzburg,South Africa,Middle,sipho.smit1@gmail.com,0832719583,2026-05-20 21:18:03.947897
C002,Mduduzi Brown,male,1960-11-07,Johannesburg,South Africa,Low,mduduzi.brown2@gmail.com,0664903402,2026-05-20 21:18:03.947897
C003,Nkosinathi Gcaleka,male,1995-08-21,Pietermaritzburg,South Africa,High,nkosinathi.gcaleka3@gmail.com,0785667265,2026-05-20 21:18:03.947897
C004,Francois Brown,male,1988-07-11,Kimberley,South Africa,Middle,francois.brown4@gmail.com,0666647119,2026-05-20 21:18:03.947897
C005,Tshepo Smith,male,1966-09-05,Rustenburg,South Africa,Upper-Middle,tshepo.smith5@gmail.com,0795437923,2026-05-20 21:18:03.947897
C006,Phiwayinkosi Singh,MALE,1969-03-14,George,South Africa,Low,phiwayinkosi.singh6@gmail.com,0775918715,2026-05-20 21:18:03.947897
C007,Nokufa Gcaleka,MALE,1964-03-29,Cape Town,South Africa,Middle,nokufa.gcaleka7@gmail.com,0845855124,2026-05-20 21:18:03.947897
C008,David Cele,M,1992-02-07,Kimberley,South Africa,High,david.cele8@gmail.com,0807120868,2026-05-20 21:18:03.947897
C009,Sifiso Steyn,M,1976-10-18,Kimberley,South Africa,Low,sifiso.steyn9@gmail.com,0793871230,2026-05-20 21:18:03.947897
C010,Francois Anderson,female,1992-01-16,Kimberley,South Africa,Middle,francois.anderson10@gmail.com,0816440561,2026-05-20 21:18:03.947897
C011,David Dlamini,FEMALE,1986-04-20,George,South Africa,Upper-Middle,david.dlamini11@gmail.com,0624539704,2026-05-20 21:18:03.947897
C012,Neha Khoza,M,2002-10-15,George,South Africa,High,neha.khoza12@gmail.com,0645443951,2026-05-20 21:18:03.947897
C013,Rajesh Moodley,male,1981-07-28,Benoni,South Africa,High,rajesh.moodley13@gmail.com,0887700828,2026-05-20 21:18:03.947897
C014,Sunita Mokoena,M,2003-09-18,Sandton,South Africa,Low,sunita.mokoena14@gmail.com,0841790481,2026-05-20 21:18:03.947897
C015,Hendrik Mhlongo,M,1972-05-09,Paarl,South Africa,Low,hendrik.mhlongo15@gmail.com,0727402509,2026-05-20 21:18:03.947897
C001,Sipho Smit,Male,1979-12-21,Pietermaritzburg,South Africa,Middle,sipho.smit1@gmail.com,0832719583,2026-05-20 21:18:10.580655
C002,Mduduzi Brown,Male,1960-11-07,Johannesburg,South Africa,Low,mduduzi.brown2@gmail.com,0664903402,2026-05-20 21:18:10.580655
C003,Nkosinathi Gcaleka,Male,1995-08-21,Pietermaritzburg,South Africa,High,nkosinathi.gcaleka3@gmail.com,0785667265,2026-05-20 21:18:10.580655
C004,Francois Brown,Male,1988-07-11,Kimberley,South Africa,Middle,francois.brown4@gmail.com,0666647119,2026-05-20 21:18:10.580655
C005,Tshepo Smith,Male,1966-09-05,Rustenburg,South Africa,Upper-Middle,tshepo.smith5@gmail.com,0795437923,2026-05-20 21:18:10.580655
C006,Phiwayinkosi Singh,Male,1969-03-14,George,South Africa,Low,phiwayinkosi.singh6@gmail.com,0775918715,2026-05-20 21:18:10.580655
C007,Nokufa Gcaleka,Female,1964-03-29,Cape Town,South Africa,Middle,nokufa.gcaleka7@gmail.com,0845855124,2026-05-20 21:18:10.580655
C008,David Cele,Male,1992-02-07,Centurion,South Africa,High,david.cele8@gmail.com,0807120868,2026-05-20 21:18:10.584326
C009,Sifiso Steyn,Male,1976-10-18,Kimberley,South Africa,Low,sifiso.steyn9@gmail.com,0793871230,2026-05-20 21:18:10.584326
C010,Francois Anderson,Male,1992-01-16,Kimberley,South Africa,Middle,francois.anderson10@gmail.com,0816440561,2026-05-20 21:18:10.584326
C011,David Dlamini,Male,1986-04-20,Polokwane,South Africa,Upper-Middle,david.dlamini11@gmail.com,0624539704,2026-05-20 21:18:10.584326
C012,Neha Khoza,Female,2002-10-15,Port Elizabeth,South Africa,High,neha.khoza12@gmail.com,0645443951,2026-05-20 21:18:10.584326
C013,Rajesh Moodley,Male,1981-07-28,Durban,South Africa,High,rajesh.moodley13@gmail.com,0887700828,2026-05-20 21:18:10.584326
C014,Sunita Mokoena,Female,2003-09-18,Port Elizabeth,South Africa,Low,sunita.mokoena14@gmail.com,0841790481,2026-05-20 21:18:10.584326
C015,Hendrik Mhlongo,Male,1972-05-09,Paarl,South Africa,Low,hendrik.mhlongo15@gmail.com,0727402509,2026-05-20 21:18:10.584326
C016,Sbongile Fourie,Female,1959-01-12,Paarl,South Africa,Upper-Middle,sbongile.fourie16@gmail.com,0846707197,2026-05-20 21:18:10.584326
C017,Mohammed Brown,Male,1972-03-10,Stellenbosch,South Africa,Low,mohammed.brown17@gmail.com,0835418934,2026-05-20 21:18:10.584326
C018,Sakhile Cele,Male,1984-10-10,Centurion,South Africa,Middle,sakhile.cele18@gmail.com,0647273233,2026-05-20 21:18:10.584326
C019,Mthulisi Pillay,Male,1958-01-19,Midrand,South Africa,Upper-Middle,mthulisi.pillay19@gmail.com,0751326765,2026-05-20 21:18:10.584326
C020,Sifiso Joubert,Male,1979-06-26,Cape Town,South Africa,Middle,sifiso.joubert20@gmail.com,0882321324,2026-05-20 21:18:10.584326
C021,Lwazi Ndlovu,Male,2005-10-16,Port Elizabeth,South Africa,Middle,lwazi.ndlovu21@gmail.com,0818973915,2026-05-20 21:18:10.584326
C022,Sanjay Pillay,Male,1995-12-18,East London,South Africa,Middle,sanjay.pillay22@gmail.com,0826229731,2026-05-20 21:18:10.584326
C023,Siphokazi Taylor,Female,2004-06-07,Stellenbosch,South Africa,Low,siphokazi.taylor23@gmail.com,0674769795,2026-05-20 21:18:10.584326
C024,Lungelo Zulu,Male,1978-08-24,Benoni,South Africa,Middle,lungelo.zulu24@gmail.com,0602191066,2026-05-20 21:18:10.584326
C025,David Ndlovu,Male,1960-10-26,Polokwane,South Africa,Low,david.ndlovu25@gmail.com,0764993055,2026-05-20 21:18:10.584326
C026,Noxolo van der Merwe,Female,1969-11-14,Benoni,South Africa,High,noxolo.van der merwe26@gmail.com,0678935169,2026-05-20 21:18:10.584326
C027,Priya Cele,Female,1966-09-12,Boksburg,South Africa,Upper-Middle,priya.cele27@gmail.com,0737897151,2026-05-20 21:18:10.584326
C028,Thandeka Khoza,Female,1966-10-30,Cape Town,South Africa,High,thandeka.khoza28@gmail.com,0836692553,2026-05-20 21:18:10.584326
C029,Rajesh Gcaleka,Male,1975-01-24,Midrand,South Africa,High,rajesh.gcaleka29@gmail.com,0648077999,2026-05-20 21:18:10.584326
C030,Amit Anderson,Male,1980-05-30,Durban,South Africa,High,amit.anderson30@gmail.com,0852642635,2026-05-20 21:18:10.584326
C031,Mthulisi Nkosi,Male,1966-05-15,Boksburg,South Africa,Middle,mthulisi.nkosi31@gmail.com,0739147706,2026-05-20 21:18:10.584326
C032,Neha Jones,Female,1963-04-06,Bloemfontein,South Africa,High,neha.jones32@gmail.com,0607550190,2026-05-20 21:18:10.584326
C033,Zodwa Pretorius,Female,1995-12-14,Midrand,South Africa,High,zodwa.pretorius33@gmail.com,0644185957,2026-05-20 21:18:10.584326
C034,Neha Mkhize,Female,1963-06-21,Polokwane,South Africa,Low,neha.mkhize34@gmail.com,0618999183,2026-05-20 21:18:10.584326
C035,Bongani Reddy,Male,1965-03-10,Bloemfontein,South Africa,Low,bongani.reddy35@gmail.com,0792140194,2026-05-20 21:18:10.584326
C036,Sibusiso Modise,Male,1980-02-02,Port Elizabeth,South Africa,Low,sibusiso.modise36@gmail.com,0792375453,2026-05-20 21:18:10.584326
C037,Nobuhle Sithole,Female,2004-11-25,Polokwane,South Africa,Upper-Middle,nobuhle.sithole37@gmail.com,0666271130,2026-05-20 21:18:10.584326
C038,Sanjay Jones,Male,1969-09-28,Nelspruit,South Africa,High,sanjay.jones38@gmail.com,0702217071,2026-05-20 21:18:10.584326
C039,Phiwayinkosi Zwane,Male,1966-12-21,Durban,South Africa,Middle,phiwayinkosi.zwane39@gmail.com,0765449324,2026-05-20 21:18:10.584326
C040,Nhlanhla Ndlovu,Male,1979-12-01,Rustenburg,South Africa,Upper-Middle,nhlanhla.ndlovu40@gmail.com,0658351517,2026-05-20 21:18:10.584326
C041,Sbongile Nkosi,Female,1984-11-10,Sandton,South Africa,Middle,sbongile.nkosi41@gmail.com,0682936571,2026-05-20 21:18:10.584326
C042,Nkosinathi Moloi,Male,1982-06-08,Nelspruit,South Africa,Middle,nkosinathi.moloi42@gmail.com,0826752576,2026-05-20 21:18:10.584326
C043,Sanjay Reddy,Male,2001-10-30,Kimberley,South Africa,Low,sanjay.reddy43@gmail.com,0628106422,2026-05-20 21:18:10.584326
